id,marital-status,occupation,relationship,race,gender
14143, Married-civ-spouse, Exec-managerial, Husband, White, Male
14144, Married-civ-spouse, Exec-managerial, Husband, White, Male
14145, Married-civ-spouse, Other-service, Husband, White, Male
14146, Married-civ-spouse, Prof-specialty, Husband, White, Male
14147, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14148, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male
14149, Married-civ-spouse, Prof-specialty, Husband, White, Male
14150, Married-civ-spouse, Craft-repair, Husband, White, Male
14151, Married-civ-spouse, Sales, Husband, White, Male
14152, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Male
14153, Married-civ-spouse, Sales, Husband, White, Male
14154, Never-married, Adm-clerical, Not-in-family, White, Male
14155, Married-civ-spouse, Transport-moving, Husband, White, Male
14156, Married-civ-spouse, Transport-moving, Husband, White, Male
14157, Never-married, Adm-clerical, Not-in-family, White, Male
14158, Never-married, Other-service, Other-relative, White, Male
14159, Separated, Craft-repair, Unmarried, White, Male
14160, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male
14161, Divorced, Adm-clerical, Not-in-family, White, Female
14162, Divorced, Adm-clerical, Unmarried, White, Female
14163, Married-civ-spouse, Prof-specialty, Husband, White, Male
14164, Never-married, Exec-managerial, Not-in-family, White, Female
14165, Never-married, Other-service, Own-child, White, Female
14166, Married-civ-spouse, Transport-moving, Husband, White, Male
14167, Divorced, Exec-managerial, Not-in-family, White, Female
14168, Married-civ-spouse, Prof-specialty, Wife, Black, Female
14169, Married-civ-spouse, Sales, Husband, White, Male
14170, Divorced, Prof-specialty, Not-in-family, White, Female
14171, Divorced, Other-service, Not-in-family, White, Female
14172, Divorced, Protective-serv, Not-in-family, Black, Male
14173, Married-civ-spouse, Exec-managerial, Husband, White, Male
14174, Married-civ-spouse, Exec-managerial, Husband, White, Male
14175, Never-married, Other-service, Own-child, White, Male
14176, Married-civ-spouse, Transport-moving, Husband, White, Male
14177, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14178, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male
14179, Widowed, ?, Not-in-family, White, Female
14180, Divorced, Prof-specialty, Unmarried, White, Female
14181, Never-married, Prof-specialty, Not-in-family, White, Male
14182, Never-married, Adm-clerical, Not-in-family, White, Female
14183, Married-civ-spouse, Transport-moving, Wife, White, Female
14184, Never-married, Craft-repair, Own-child, White, Male
14185, Married-civ-spouse, Craft-repair, Husband, White, Male
14186, Never-married, Handlers-cleaners, Not-in-family, White, Male
14187, Married-civ-spouse, Craft-repair, Husband, White, Male
14188, Married-civ-spouse, Adm-clerical, Husband, White, Male
14189, Married-civ-spouse, Craft-repair, Husband, White, Male
14190, Widowed, Adm-clerical, Unmarried, White, Female
14191, Married-civ-spouse, Other-service, Husband, White, Male
14192, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
14193, Married-civ-spouse, Prof-specialty, Husband, White, Male
14194, Never-married, Other-service, Own-child, White, Female
14195, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male
14196, Married-civ-spouse, Other-service, Wife, White, Female
14197, Never-married, Machine-op-inspct, Own-child, White, Male
14198, Married-civ-spouse, Prof-specialty, Husband, White, Male
14199, Married-civ-spouse, Craft-repair, Husband, White, Male
14200, Divorced, Machine-op-inspct, Not-in-family, White, Female
14201, Never-married, Handlers-cleaners, Not-in-family, White, Male
14202, Divorced, Sales, Unmarried, White, Male
14203, Divorced, Exec-managerial, Not-in-family, White, Male
14204, Never-married, ?, Own-child, White, Female
14205, Married-civ-spouse, Sales, Husband, White, Male
14206, Married-civ-spouse, Sales, Husband, White, Male
14207, Divorced, Protective-serv, Not-in-family, White, Male
14208, Married-civ-spouse, Tech-support, Husband, White, Male
14209, Never-married, Adm-clerical, Not-in-family, White, Male
14210, Divorced, Prof-specialty, Not-in-family, White, Female
14211, Married-civ-spouse, Tech-support, Husband, White, Male
14212, Never-married, Other-service, Other-relative, White, Female
14213, Never-married, Craft-repair, Own-child, White, Male
14214, Never-married, ?, Not-in-family, Black, Female
14215, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male
14216, Never-married, Prof-specialty, Not-in-family, White, Female
14217, Never-married, Prof-specialty, Not-in-family, White, Male
14218, Married-civ-spouse, ?, Husband, White, Male
14219, Married-civ-spouse, Other-service, Husband, White, Male
14220, Never-married, Sales, Own-child, White, Female
14221, Married-civ-spouse, Exec-managerial, Husband, White, Male
14222, Married-civ-spouse, Other-service, Wife, White, Female
14223, Divorced, Sales, Other-relative, White, Male
14224, Divorced, Machine-op-inspct, Not-in-family, Black, Female
14225, Never-married, Prof-specialty, Own-child, White, Female
14226, Married-civ-spouse, Adm-clerical, Husband, White, Male
14227, Divorced, Prof-specialty, Not-in-family, White, Female
14228, Never-married, Sales, Own-child, White, Female
14229, Married-civ-spouse, Craft-repair, Husband, White, Male
14230, Married-civ-spouse, Exec-managerial, Husband, White, Male
14231, Widowed, Other-service, Not-in-family, White, Female
14232, Never-married, Adm-clerical, Own-child, White, Male
14233, Married-civ-spouse, Transport-moving, Husband, White, Male
14234, Married-civ-spouse, Exec-managerial, Husband, White, Male
14235, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female
14236, Married-civ-spouse, Craft-repair, Husband, White, Male
14237, Married-civ-spouse, Farming-fishing, Husband, White, Male
14238, Married-civ-spouse, Craft-repair, Husband, Black, Male
14239, Married-civ-spouse, Prof-specialty, Husband, White, Male
14240, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14241, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
14242, Divorced, Craft-repair, Not-in-family, White, Male
14243, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male
14244, Never-married, Adm-clerical, Own-child, White, Male
14245, Married-civ-spouse, Craft-repair, Husband, White, Male
14246, Never-married, Handlers-cleaners, Own-child, White, Male
14247, Married-civ-spouse, Sales, Husband, White, Male
14248, Never-married, Prof-specialty, Not-in-family, White, Male
14249, Married-civ-spouse, Prof-specialty, Wife, White, Female
14250, Divorced, Machine-op-inspct, Not-in-family, White, Male
14251, Married-civ-spouse, Sales, Husband, White, Male
14252, Married-civ-spouse, Adm-clerical, Husband, White, Male
14253, Never-married, Prof-specialty, Own-child, Black, Female
14254, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14255, Never-married, ?, Own-child, White, Male
14256, Widowed, ?, Not-in-family, White, Male
14257, Separated, Craft-repair, Not-in-family, White, Male
14258, Never-married, Other-service, Not-in-family, White, Female
14259, Widowed, Handlers-cleaners, Unmarried, White, Female
14260, Married-civ-spouse, Prof-specialty, Husband, White, Male
14261, Never-married, Other-service, Own-child, White, Female
14262, Never-married, Exec-managerial, Other-relative, White, Female
14263, Divorced, Prof-specialty, Unmarried, White, Female
14264, Married-civ-spouse, Exec-managerial, Husband, White, Male
14265, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14266, Married-civ-spouse, Craft-repair, Husband, White, Male
14267, Married-civ-spouse, Exec-managerial, Husband, White, Male
14268, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
14269, Never-married, Other-service, Not-in-family, White, Female
14270, Divorced, Exec-managerial, Not-in-family, White, Male
14271, Never-married, Other-service, Not-in-family, White, Male
14272, Never-married, Adm-clerical, Not-in-family, White, Male
14273, Married-civ-spouse, Exec-managerial, Husband, White, Male
14274, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female
14275, Never-married, Exec-managerial, Own-child, White, Female
14276, Married-civ-spouse, Exec-managerial, Husband, White, Male
14277, Married-civ-spouse, Prof-specialty, Husband, White, Male
14278, Married-civ-spouse, Prof-specialty, Husband, White, Male
14279, Never-married, Craft-repair, Unmarried, Black, Female
14280, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14281, Never-married, ?, Own-child, White, Male
14282, Married-civ-spouse, Exec-managerial, Husband, White, Male
14283, Married-civ-spouse, Exec-managerial, Husband, White, Male
14284, Married-civ-spouse, Exec-managerial, Husband, White, Male
14285, Never-married, Other-service, Own-child, Black, Male
14286, Married-civ-spouse, Prof-specialty, Husband, White, Male
14287, Divorced, Adm-clerical, Unmarried, White, Female
14288, Married-civ-spouse, Craft-repair, Husband, White, Male
14289, Married-civ-spouse, Transport-moving, Husband, White, Male
14290, Divorced, Craft-repair, Unmarried, White, Male
14291, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female
14292, Widowed, Other-service, Unmarried, Black, Female
14293, Never-married, Adm-clerical, Not-in-family, Black, Female
14294, Widowed, Exec-managerial, Not-in-family, White, Female
14295, Married-civ-spouse, Prof-specialty, Husband, White, Male
14296, Married-civ-spouse, Other-service, Husband, White, Male
14297, Married-civ-spouse, Adm-clerical, Husband, White, Male
14298, Married-civ-spouse, Craft-repair, Husband, White, Male
14299, Separated, Handlers-cleaners, Own-child, White, Male
14300, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male
14301, Married-civ-spouse, Craft-repair, Husband, White, Male
14302, Divorced, Adm-clerical, Own-child, White, Female
14303, Never-married, Exec-managerial, Not-in-family, White, Male
14304, Married-civ-spouse, Exec-managerial, Wife, White, Female
14305, Never-married, Sales, Not-in-family, White, Female
14306, Never-married, Adm-clerical, Own-child, White, Male
14307, Married-civ-spouse, Adm-clerical, Wife, White, Female
14308, Divorced, Adm-clerical, Unmarried, White, Female
14309, Married-civ-spouse, Farming-fishing, Husband, White, Male
14310, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
14311, Never-married, Handlers-cleaners, Unmarried, Black, Male
14312, Married-spouse-absent, Craft-repair, Unmarried, White, Male
14313, Married-civ-spouse, Adm-clerical, Husband, White, Male
14314, Never-married, Other-service, Not-in-family, White, Male
14315, Married-civ-spouse, Sales, Husband, White, Male
14316, Married-civ-spouse, Transport-moving, Husband, White, Male
14317, Never-married, Adm-clerical, Own-child, White, Female
14318, Divorced, Sales, Unmarried, White, Female
14319, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female
14320, Never-married, Handlers-cleaners, Not-in-family, White, Male
14321, Married-civ-spouse, Prof-specialty, Husband, White, Male
14322, Widowed, Sales, Not-in-family, White, Female
14323, Divorced, Craft-repair, Not-in-family, White, Male
14324, Never-married, Craft-repair, Own-child, White, Male
14325, Never-married, Transport-moving, Not-in-family, White, Male
14326, Married-civ-spouse, Other-service, Husband, White, Male
14327, Married-civ-spouse, Exec-managerial, Husband, Black, Male
14328, Married-civ-spouse, Other-service, Other-relative, Black, Female
14329, Divorced, Prof-specialty, Not-in-family, White, Male
14330, Divorced, Exec-managerial, Not-in-family, White, Female
14331, Married-civ-spouse, ?, Husband, White, Male
14332, Divorced, Sales, Not-in-family, White, Female
14333, Married-civ-spouse, Tech-support, Husband, White, Male
14334, Never-married, Prof-specialty, Not-in-family, Black, Male
14335, Never-married, Other-service, Not-in-family, White, Female
14336, Divorced, Adm-clerical, Not-in-family, White, Female
14337, Married-civ-spouse, Craft-repair, Husband, White, Male
14338, Married-civ-spouse, Craft-repair, Husband, White, Male
14339, Never-married, Adm-clerical, Own-child, Black, Male
14340, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male
14341, Never-married, Adm-clerical, Other-relative, Black, Male
14342, Separated, Sales, Unmarried, Black, Female
14343, Married-civ-spouse, Prof-specialty, Husband, White, Male
14344, Divorced, Sales, Not-in-family, White, Male
14345, Never-married, ?, Own-child, White, Female
14346, Married-civ-spouse, Prof-specialty, Husband, White, Male
14347, Divorced, Exec-managerial, Unmarried, White, Female
14348, Never-married, Prof-specialty, Not-in-family, White, Female
14349, Divorced, ?, Unmarried, White, Female
14350, Never-married, Adm-clerical, Other-relative, White, Female
14351, Married-civ-spouse, Sales, Husband, White, Male
14352, Never-married, Protective-serv, Not-in-family, White, Female
14353, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female
14354, Married-civ-spouse, Transport-moving, Husband, White, Male
14355, Never-married, Other-service, Unmarried, White, Female
14356, Married-civ-spouse, Craft-repair, Husband, White, Male
14357, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14358, Never-married, Farming-fishing, Not-in-family, White, Male
14359, Married-civ-spouse, Craft-repair, Husband, White, Male
14360, Married-civ-spouse, Sales, Husband, White, Male
14361, Never-married, ?, Other-relative, Amer-Indian-Eskimo, Female
14362, Married-civ-spouse, Prof-specialty, Wife, White, Female
14363, Married-civ-spouse, Sales, Husband, White, Male
14364, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Female
14365, Never-married, Craft-repair, Not-in-family, White, Male
14366, Never-married, Sales, Own-child, Black, Female
14367, Married-civ-spouse, Prof-specialty, Husband, White, Male
14368, Married-civ-spouse, Exec-managerial, Husband, White, Male
